article,dutch,english,example
de,briljant,The brilliant,The brilliant is a high-quality diamond with many facets.
de,bril,The glasses,I need to wear my glasses to read the small print.
de,brillendoos,The glasses case,I put my spectacles into a hard leather glasses case.
het,brillenglas,The lens,The lens of my spectacles was scratched in the accident.
de,brillenkoker,The glasses case,She kept her sunglasses in a stylish metal glasses case.
het,brilmontuur,The glasses frame,The glasses frame was made of lightweight titanium.
de,brink,The village green,The village green was a peaceful place for a walk.
de,brioche,The brioche,The brioche is a sweet and buttery French bread.
de,brits,The bunk,The sailor slept in a small wooden bunk on the ship.
de,broche,The brooch,She wore a beautiful antique silver brooch on her dress.
de,brochette,The skewer,The skewer was filled with pieces of meat and vegetables.
de,brochure,The brochure,The travel agency gave us a colorful brochure about Italy.
het,brood,The bread,I bought a fresh loaf of wholemeal bread at the bakery.
de,broderie,The embroidery,The tablecloth was decorated with a beautiful white embroidery.
de,broeder,The brother,The monk lived with his fellow brother in the monastery.
het,broederschap,The brotherhood,The members of the club shared a strong sense of brotherhood.
de,broedplaats,The breeding ground,The marsh is a natural breeding ground for many birds.
de,broeihaard,The hotbed,The city was a hotbed of political unrest during the crisis.
het,broeikaseffect,The greenhouse effect,The greenhouse effect is causing a global rise in temperature.
het,broeikasgas,The greenhouse gas,Carbon dioxide is a common greenhouse gas in the atmosphere.
de,broeikas,The greenhouse,The gardener grows tomatoes and peppers in the greenhouse.
de,broek,The trousers,He wore a pair of stylish blue cotton trousers to the party.
de,broekriem,The belt,He tightened his leather belt by one notch after losing weight.
de,broekzak,The pocket,He kept his house keys in the front pocket of his trousers.
de,broer,The brother,My older brother is currently studying at the university.
de,broes,The spray,The spray of the waterfall was very refreshing on a hot day.
de,broker,The broker,The broker advised the client on his stock investments.
de,brok,The piece,The child ate a small piece of chocolate after dinner.
de,brokkenpiloot,The accident-prone person,He is a real accident-prone person who is always breaking things.
de,bromfiets,The moped,The teenager rode his moped to school every day.
de,bromide,The bromide,The bromide is a chemical compound often used in medicine.
de,brommer,The moped,The sound of a loud moped echoed through the quiet street.
de,brommobiel,The microcar,The microcar is a popular choice for elderly people in the city.
de,bron,The source,The book is a primary source of information about the war.
de,bronvermelding,The citation,Don't forget to include a proper citation in your essay.
de,brooddoos,The lunchbox,The child carried his sandwiches in a colorful plastic lunchbox.
de,broodjeszaak,The sandwich shop,The sandwich shop is very busy during the lunch hour.
de,broodoorlog,The bread war,The bread war led to a significant drop in prices at the bakery.
de,broodoven,The bread oven,The bread oven was preheated to 220 degrees Celsius.
de,broodrooster,The toaster,I put two slices of bread into the toaster for breakfast.
de,broodtrommel,The bread bin,I kept the fresh loaf of bread in a wooden bread bin.
de,broodwinner,The breadwinner,The father was the sole breadwinner of the large family.
de,brouwerij,The brewery,The local brewery is famous for its delicious craft beer.
de,brouwer,The brewer,The brewer explained the entire process of making ale.
het,brouwsel,The brew,The old man prepared a strange herbal brew for his cold.
de,browser,The browser,Google Chrome is a very popular web browser for computers.
de,brug,The bridge,The large stone bridge connects the two sides of the city.
het,bruggenhoofd,The bridgehead,The army managed to establish a secure bridgehead across the river.
het,brugpensioen,The early retirement,He decided to take an early retirement after thirty years.
de,brugpijler,The bridge pier,The bridge pier was made of solid concrete and steel.
de,bruidegom,The bridegroom,The bridegroom was waiting for his bride at the altar.
de,bruid,The bride,The bride looked stunning in her beautiful white lace dress.
de,bruidsjurk,The wedding dress,She spent months searching for the perfect wedding dress.
het,bruidsmeisje,The bridesmaid,The bridesmaid wore a beautiful pink dress for the wedding.
het,bruidspaar,The wedding couple,The wedding couple waved to the crowd from the balcony.
de,bruidsschat,The dowry,The bride's family provided a generous dowry for the marriage.
de,bruidssluier,The bridal veil,She wore a long and delicate bridal veil on her head.
de,bruidsstoet,The wedding procession,The wedding procession moved slowly through the streets.
de,bruidstaart,The wedding cake,The large wedding cake was decorated with white roses.
de,bruigom,The bridegroom,The bridegroom was nervous before the start of the ceremony.
de,bruikleen,The loan,The museum has the painting on long-term loan from the artist.
de,bruiloft,The wedding,The wedding was a festive and joyful celebration for everyone.
het,bruinbrood,The brown bread,I prefer to eat a slice of brown bread with my lunch.
de,bruistablet,The effervescent tablet,I dissolved an effervescent tablet in a glass of water.
de,brunch,The brunch,We enjoyed a delicious brunch on a sunny Sunday morning.
de,brunette,The brunette,The brunette woman was sitting at the corner table.
de,brush,The brush,She used a soft brush to apply the makeup to her face.
de,bruut,The brute,The brute used his physical strength to intimidate the others.
het,brutoloon,The gross salary,The gross salary of the position is forty thousand euros.
de,brutomarge,The gross margin,The company is trying to improve its overall gross margin.
het,brutosalaris,The gross salary,His gross salary is higher than his actual take-home pay.
de,brutowinst,The gross profit,The gross profit for the year was higher than expected.
het,bubbelbad,The hot tub,We spent a relaxing afternoon in the warm hot tub.
de,bubbel,The bubble,The child blew a large soap bubble into the air.
het,budget,The budget,We need to stay within our budget for the renovation.
de,buffel,The buffalo,The buffalo was grazing in the green and open fields.
de,buffer,The buffer,The buffer helped protect the company from the economic crisis.
het,buffet,The buffet,The restaurant offers a delicious and varied lunch buffet.
de,bugel,The flugelhorn,The flugelhorn is a brass instrument similar to the trumpet.
de,bug,The bug,The software update fixed a small bug in the system.
de,bühne,The stage,The singer stood on the stage and performed for the crowd.
de,buidel,The pouch,The kangaroo carries its young baby in a warm pouch.
de,bui,The shower,A sudden rain shower caught us without an umbrella today.
de,buiging,The bow,The actor made a deep bow to the applauding audience.
de,buik,The belly,He felt a slight pain in his belly after eating too much.
de,buikpijn,The stomach ache,The child had a stomach ache after eating too many sweets.
de,buil,The bump,He had a small bump on his forehead after hitting the door.
de,buitenboordmotor,The outboard motor,The boat is equipped with a powerful outboard motor for speed.
de,buitendienst,The field service,The field service team handles all the repairs on site.
het,buitenhuis,The country house,The wealthy family spent their summer in their country house.
de,buitenkans,The great opportunity,The job offer was a real and great opportunity for his career.
de,buitenkant,The outside,The outside of the building was painted a bright yellow.
het,buitenland,The foreign country,They decided to travel to a foreign country for their holiday.
